female,age,coupon,start,time,churn,followtime
0,81,1,96,1474,0,269
0,51,0,226,537,0,139
0,81,0,89,437,0,276
0,74,0,256,283,0,109
0,22,1,31,822,0,334
0,65,0,168,1564,0,197
0,49,0,165,1181,0,200
0,58,0,124,522,0,241
0,77,0,67,190,1,190
0,28,0,363,1137,0,2
0,19,0,71,350,0,294
0,79,0,39,1785,0,326
0,42,0,313,851,0,52
1,36,0,361,124,0,4
0,72,0,55,81,1,81
0,70,0,77,489,0,288
1,77,0,215,113,1,113
0,27,1,109,252,1,252
0,53,1,151,770,0,214
0,30,0,177,1158,0,188
0,65,0,44,0,1,0
0,69,0,178,84,1,84
0,46,1,215,5,1,5
0,74,0,52,755,0,313
0,65,0,4,61,1,61
0,31,0,207,948,0,158
1,36,0,112,364,0,253
0,13,0,287,405,0,78
0,73,0,329,1619,0,36
1,36,0,107,589,0,258
0,66,0,34,1281,0,331
0,75,0,31,1702,0,334
0,48,1,220,910,0,145
0,39,0,149,1101,0,216
0,84,1,223,17,1,17
1,46,0,55,770,0,310
0,47,1,230,994,0,135
0,75,0,319,1079,0,46
0,53,0,42,737,0,323
0,26,0,243,605,0,122
0,28,0,157,407,0,208
0,68,1,259,23,1,23
1,25,0,245,484,0,120
0,21,0,308,740,0,57
0,49,0,234,1058,0,131
0,14,1,82,215,1,215
0,66,0,294,765,0,71
0,74,0,115,166,1,166
0,36,0,83,520,0,282
0,82,0,106,1439,0,259
0,59,0,311,956,0,54
0,31,0,265,834,0,100
0,41,0,96,549,0,269
0,84,0,100,418,0,265
0,70,0,252,211,0,113
0,49,0,338,1487,0,27
0,28,0,51,40,1,40
0,82,0,83,787,0,282
0,60,0,65,1067,0,300
0,67,0,354,432,0,11
1,42,0,222,879,0,143
0,34,1,197,806,0,168
1,39,0,48,1044,0,317
0,36,0,71,407,0,294
0,57,0,258,516,0,107
1,16,0,237,353,0,128
0,81,1,195,543,0,170
0,27,0,94,446,0,271
0,45,0,78,1215,0,287
0,56,0,354,634,0,11
0,53,0,335,1088,0,30
1,23,0,137,1282,0,228
1,62,0,189,1365,0,176
1,24,1,48,199,1,199
0,21,1,153,11,1,11
1,35,1,33,257,1,257
0,36,0,212,9,1,9
0,70,0,155,494,0,210
0,50,0,82,74,1,74
0,18,0,86,1096,0,279
1,65,0,225,220,0,140
1,36,1,70,1247,0,295
0,83,0,190,985,0,175
1,68,0,127,1000,0,238
1,37,0,1,1551,0,364
1,80,1,188,826,0,177
1,41,1,68,553,0,297
0,25,0,281,943,0,84
0,78,0,135,1373,0,230
0,53,0,229,1128,0,136
0,66,0,268,364,0,97
0,78,0,27,52,1,52
0,21,0,171,985,0,194
0,55,0,291,889,0,74
0,44,1,251,132,0,114
0,20,1,226,690,0,139
0,13,1,356,643,0,9
0,45,0,240,1224,0,125
0,20,1,286,132,0,79
0,19,0,243,1160,0,122
0,34,0,45,1286,0,320
0,30,0,127,486,0,238
0,17,0,78,307,0,287
1,77,1,231,1052,0,134
0,44,1,236,1205,0,129
0,15,0,350,755,0,15
0,23,0,272,692,0,93
0,41,0,268,1184,0,97
0,42,0,156,1254,0,209
0,17,0,6,664,0,359
0,19,0,305,885,0,60
0,30,1,279,692,0,86
0,15,0,143,461,0,222
0,32,0,21,233,1,233
0,29,1,76,825,0,289
1,46,0,260,1090,0,105
1,31,0,221,1471,0,144
0,20,0,109,776,0,256
0,25,0,17,256,1,256
1,35,1,226,926,0,139
0,35,0,31,958,0,334
0,46,0,96,186,1,186
0,13,0,303,399,0,62
0,30,0,216,616,0,149
0,23,1,354,1087,0,11
0,26,1,261,546,0,104
0,33,1,234,1133,0,131
0,46,0,233,434,0,132
0,36,0,198,405,0,167
0,59,1,62,1349,0,303
0,33,0,339,1197,0,26
0,35,0,273,646,0,92
0,61,0,56,544,0,309
0,63,0,352,811,0,13
0,36,0,288,719,0,77
0,20,0,119,510,0,246
0,64,0,137,1022,0,228
0,27,1,132,1095,0,233
0,31,0,13,242,1,242
0,20,0,330,1089,0,35
0,62,0,63,307,0,302
1,14,0,181,428,0,184
0,58,1,85,1286,0,280
0,55,1,269,17,1,17
0,54,1,362,231,0,3
0,16,0,62,85,1,85
0,41,0,232,102,1,102
0,85,1,89,1595,0,276
0,69,0,133,648,0,232
1,41,0,213,113,1,113
0,48,1,94,408,0,271
0,79,1,30,647,0,335
0,61,0,335,312,0,30
0,34,0,82,474,0,283
0,82,0,146,1105,0,219
0,71,0,295,1479,0,70
0,32,0,220,427,0,145
0,83,0,12,139,1,139
0,79,1,283,972,0,82
1,37,1,155,465,0,210
1,29,1,178,469,0,187
1,32,0,56,1155,0,309
0,84,0,250,613,0,115
0,66,1,81,1608,0,284
0,61,0,324,1152,0,41
0,62,0,21,1035,0,344
1,56,1,207,1300,0,158
1,73,0,158,736,0,207
0,69,0,135,947,0,230
0,40,1,348,449,0,17
1,25,1,342,571,0,23
1,61,0,174,445,0,191
0,26,0,244,152,0,121
0,60,0,30,52,1,52
0,18,0,318,1000,0,47
0,63,0,2,1052,0,363
0,54,1,16,811,0,349
0,40,0,186,42,1,42
0,59,1,64,1230,0,301
1,49,0,320,496,0,45
0,48,1,304,613,0,61
0,64,0,206,1610,0,159
0,37,0,79,25,1,25
0,61,1,10,1372,0,355
0,43,0,210,33,1,33
0,55,0,310,567,0,55
1,61,0,123,524,0,242
0,77,0,229,1766,0,136
0,80,1,7,598,0,358
0,54,0,229,549,0,136
1,71,0,216,55,1,55
1,20,0,170,344,0,195
0,82,0,17,7,1,7
1,38,0,134,1421,0,231
0,79,0,242,561,0,123
0,35,1,94,7,1,7
0,23,1,161,356,0,204
0,31,0,11,775,0,354
1,81,0,29,532,0,336
1,60,1,349,58,0,16
0,55,0,122,860,0,243
0,75,0,203,119,1,119
0,31,0,104,626,0,261
0,61,1,239,778,0,126
0,74,0,213,1045,0,152
0,81,0,246,882,0,119
0,30,0,173,335,0,192
1,45,0,250,1525,0,115
0,13,0,324,1005,0,41
0,27,1,264,1062,0,101
0,40,0,355,860,0,10
1,16,1,101,703,0,264
0,62,0,130,858,0,235
0,79,0,156,52,1,52
0,81,0,168,1686,0,197
1,25,0,194,465,0,171
0,59,0,211,330,0,154
0,59,0,124,588,0,241
0,75,0,278,1552,0,87
0,44,0,257,1416,0,108
0,63,0,123,675,0,242
0,62,0,300,1119,0,65
0,69,0,135,1175,0,230
1,59,0,346,1265,0,19
0,53,1,229,1071,0,136
0,19,0,59,1170,0,306
0,85,1,137,539,0,228
0,59,1,45,1529,0,320
1,81,0,147,1194,0,218
0,28,0,270,753,0,95
0,62,0,197,497,0,168
0,78,0,243,639,0,122
1,14,0,292,379,0,73
1,24,0,306,876,0,59
0,67,1,135,934,0,230
0,80,0,100,794,0,265
0,38,0,41,383,0,324
0,52,1,263,1376,0,102
0,49,1,335,454,0,30
1,18,1,333,1332,0,32
0,57,0,193,1074,0,172
1,65,0,274,633,0,91
1,75,0,310,1047,0,55
0,43,0,228,158,0,137
0,45,0,118,1164,0,247
0,19,0,80,1052,0,285
0,49,0,306,112,0,59
1,42,1,298,865,0,67
0,73,0,100,1146,0,265
0,32,0,139,806,0,226
0,46,0,87,412,0,278
0,84,0,25,1739,0,340
0,27,0,189,906,0,176
0,73,0,331,1687,0,34
0,42,0,128,1278,0,237
0,81,0,313,1113,0,52
0,70,0,209,1238,0,156
0,76,0,219,850,0,146
1,67,0,157,1692,0,208
0,47,0,359,1123,0,6
1,78,0,137,1556,0,228
0,16,0,175,799,0,190
0,36,1,122,561,0,243
1,78,0,222,133,1,133
1,28,0,223,295,0,142
0,21,0,53,521,0,312
0,75,1,193,1670,0,172
1,43,0,244,680,0,121
1,59,0,316,1332,0,49
0,37,0,134,1278,0,231
0,61,0,25,285,1,285
0,59,0,122,1326,0,243
0,67,0,8,777,0,357
1,23,0,61,92,1,92
1,61,0,87,1732,0,278
0,69,1,212,576,0,153
0,71,0,54,931,0,311
1,45,1,188,592,0,177
0,80,0,187,13,1,13
0,34,0,282,36,1,36
0,62,1,184,12,1,12
0,26,0,49,450,0,316
0,21,0,185,237,0,180
0,36,1,162,910,0,203
0,20,0,346,935,0,19
0,58,0,111,1143,0,254
1,78,1,267,1210,0,98
0,50,1,46,750,0,319
0,74,0,13,263,1,263
0,74,0,110,1060,0,255
0,41,0,177,328,0,188
0,80,0,189,929,0,176
1,61,0,64,277,1,277
0,60,0,249,780,0,116
0,68,1,195,1356,0,170
1,51,0,13,589,0,352
0,31,0,125,1231,0,240
0,31,1,134,1219,0,231
1,17,0,127,1134,0,238
0,43,0,240,1341,0,125
0,14,0,176,933,0,189
0,51,0,354,964,0,11
0,42,1,166,455,0,199
0,16,0,72,454,0,293
0,74,0,356,1342,0,9
0,43,0,155,315,0,210
0,23,0,292,807,0,73
0,30,0,20,380,0,345
0,33,0,126,386,0,239
1,38,0,45,749,0,320
0,24,1,76,1109,0,289
1,47,1,200,1135,0,165
0,25,0,271,689,0,94
0,35,0,261,1198,0,104
0,47,0,364,1319,0,1
0,19,0,46,792,0,319
0,54,0,197,1059,0,168
0,78,0,293,109,0,72
0,76,0,104,1691,0,261
0,25,1,36,969,0,329
0,64,0,219,920,0,146
0,22,0,75,611,0,290
0,32,0,209,1023,0,156
0,42,0,212,1362,0,153
0,76,0,95,977,0,270
0,51,0,361,384,0,4
0,57,0,278,1115,0,87
0,61,1,26,96,1,96
0,32,0,126,1081,0,239
0,81,0,175,94,1,94
1,16,0,119,61,1,61
0,74,0,86,1484,0,279
0,40,0,221,436,0,144
0,49,0,180,540,0,185
0,55,0,260,494,0,105
1,58,0,23,1130,0,342
1,31,1,159,156,1,156
0,23,1,43,400,0,322
1,62,0,141,1697,0,224
1,41,0,62,1553,0,303
0,24,0,56,694,0,309
0,32,0,189,1238,0,176
0,82,0,87,1722,0,278
0,33,0,266,1195,0,99
0,41,0,360,707,0,5
1,26,0,326,818,0,39
1,44,0,232,214,0,133
0,45,1,83,690,0,282
1,18,0,285,841,0,80
0,24,0,145,508,0,220
0,15,0,21,361,0,344
1,55,0,24,1749,0,341
0,81,0,247,1468,0,118
0,83,0,305,1548,0,60
1,47,0,308,449,0,57
0,79,0,51,563,0,314
0,81,1,175,457,0,190
0,39,1,143,670,0,222
1,53,1,133,18,1,18
0,43,0,193,562,0,172
0,85,0,204,1132,0,161
0,62,0,23,529,0,342
0,44,0,147,682,0,218
0,58,0,186,565,0,179
0,27,1,180,14,1,14
0,40,0,91,634,0,274
0,56,0,113,1548,0,252
0,85,0,96,1430,0,269
0,49,0,280,1384,0,85
0,54,1,59,30,1,30
0,63,0,173,382,0,192
0,58,0,238,695,0,127
0,24,0,74,694,0,291
0,80,0,242,352,0,123
1,84,0,120,1242,0,245
0,49,0,283,195,0,82
0,85,0,293,1486,0,72
0,78,0,276,161,0,89
1,74,0,25,766,0,340
0,20,0,131,519,0,234
1,77,0,254,1931,0,111
1,18,0,360,161,0,5
0,35,0,247,41,1,41
0,54,0,239,528,0,126
0,40,0,48,352,0,317
0,68,0,152,448,0,213
0,27,0,102,438,0,263
0,40,0,17,387,0,348
0,60,0,177,1404,0,188
1,32,0,190,830,0,175
0,83,0,131,831,0,234
1,16,0,317,382,0,48
0,46,0,313,880,0,52
0,15,0,43,529,0,322
0,79,0,195,1173,0,170
0,83,0,294,502,0,71
0,60,0,86,1179,0,279
0,76,0,191,106,1,106
0,73,0,10,1404,0,355
1,23,0,216,765,0,149
0,44,1,139,1251,0,226
0,49,0,84,837,0,281
0,62,0,206,506,0,159
0,79,0,207,297,0,158
1,39,0,214,145,1,145
0,17,0,252,206,0,113
0,56,0,300,1196,0,65
1,35,0,66,1375,0,299
1,33,0,27,261,1,261
0,38,0,225,557,0,140
0,56,0,35,1461,0,330
0,58,0,253,128,0,112
1,76,0,86,149,1,149
0,56,0,274,797,0,91
0,78,1,338,111,0,27
0,65,0,209,1399,0,156
0,47,1,274,3,1,3
0,35,0,36,308,1,308
0,14,0,40,273,1,273
1,18,1,259,1205,0,106
0,83,1,37,140,1,140
0,41,0,245,708,0,120
1,65,0,193,1499,0,172
0,48,1,159,907,0,206
0,39,1,175,1348,0,190
1,73,0,328,129,0,37
1,49,0,346,505,0,19
0,53,0,32,854,0,333
1,59,0,264,559,0,101
0,46,0,259,817,0,106
0,23,0,303,1032,0,62
0,42,0,161,1289,0,204
0,79,0,331,1524,0,34
0,55,1,86,793,0,279
1,83,0,40,263,1,263
0,13,0,97,707,0,268
0,64,0,9,1469,0,356
0,33,0,295,891,0,70
0,18,1,173,950,0,192
0,18,0,55,291,1,291
0,21,1,231,956,0,134
0,77,1,363,1262,0,2
0,73,1,30,323,1,323
0,80,1,216,1620,0,149
0,51,0,75,419,0,290
1,52,0,339,1281,0,26
0,63,0,329,5,1,5
0,40,1,275,1192,0,90
0,31,1,113,896,0,252
0,33,0,249,400,0,116
0,75,0,147,317,0,218
0,46,0,60,505,0,305
0,45,0,359,386,0,6
0,58,1,228,899,0,137
0,84,0,83,1602,0,282
0,26,0,71,1101,0,294
1,45,0,114,553,0,251
0,20,1,292,812,0,73
0,70,0,360,603,0,5
0,18,0,252,205,0,113
0,51,1,306,732,0,59
0,85,0,137,18,1,18
0,63,1,229,148,0,136
0,59,0,239,1368,0,126
0,17,0,132,589,0,233
0,33,1,254,732,0,111
0,30,0,204,923,0,161
1,20,1,47,685,0,318
0,65,0,104,1596,0,261
0,39,0,350,344,0,15
0,47,0,265,649,0,100
1,43,0,106,426,0,259
0,17,0,95,670,0,270
1,43,0,285,944,0,80
0,75,0,171,271,0,194
0,22,1,55,462,0,310
0,46,0,204,847,0,161
1,13,0,243,1210,0,122
0,16,0,246,812,0,119
0,61,0,197,1291,0,168
0,49,0,332,1382,0,33
0,44,0,321,843,0,44
0,77,0,118,370,0,247
1,69,0,311,1167,0,54
1,14,0,31,1088,0,334
0,47,0,347,605,0,18
0,30,1,301,507,0,64
1,72,1,74,1108,0,291
0,42,0,184,221,0,181
0,48,0,357,1210,0,8
1,56,0,277,210,0,88
1,38,0,81,589,0,284
0,65,0,176,1017,0,189
0,44,0,48,429,0,317
0,17,0,45,547,0,320
1,30,0,170,1011,0,195
0,35,1,4,778,0,361
0,74,0,183,1341,0,182
1,76,0,347,636,0,18
1,62,0,54,597,0,311
0,44,0,163,505,0,202
0,13,0,31,1013,0,334
0,23,0,133,47,1,47
0,55,0,58,418,0,307
0,80,1,292,1016,0,73
0,32,0,290,840,0,75
0,37,0,58,109,1,109
1,55,1,339,1379,0,26
0,28,0,246,237,0,119
0,15,1,280,203,0,85
0,49,0,340,154,0,25
1,76,0,46,1901,0,319
0,66,0,241,374,0,124
1,29,1,56,583,0,309
0,57,0,341,676,0,24
0,58,0,203,841,0,162
1,18,1,238,239,0,127
0,51,1,250,259,0,115
0,76,0,172,343,0,193
0,20,0,94,779,0,271
1,80,0,32,421,0,333
0,14,0,103,176,1,176
0,15,1,236,1056,0,129
0,44,1,298,231,0,67
0,19,0,85,1004,0,280
0,54,0,65,746,0,300
1,67,0,303,1017,0,62
0,60,0,39,603,0,326
0,15,0,315,368,0,50
0,80,0,219,1112,0,146
1,57,0,162,1359,0,203
0,33,0,211,547,0,154
0,61,1,123,562,0,242
0,51,1,287,825,0,78
0,45,0,289,162,0,76
0,50,0,320,593,0,45
0,54,0,262,1440,0,103
0,71,0,328,189,0,37
0,47,0,66,341,0,299
0,14,1,335,6,1,6
0,42,0,281,505,0,84
0,27,1,278,189,0,87
0,35,0,240,795,0,125
0,42,0,182,76,1,76
0,51,0,164,157,1,157
0,46,0,277,17,1,17
0,24,1,135,78,1,78
0,74,0,203,556,0,162
0,84,0,3,950,0,362
0,25,1,321,1126,0,44
0,85,0,106,528,0,259
0,74,0,356,127,0,9
0,57,0,160,631,0,205
0,32,0,347,1032,0,18
0,17,0,185,240,0,180
1,17,0,245,99,1,99
1,18,0,160,1352,0,205
1,84,1,309,10,1,10
0,24,0,7,341,1,341
1,41,0,18,640,0,347
0,65,1,41,1030,0,324
0,19,0,319,25,1,25
0,70,0,234,1046,0,131
1,65,0,213,860,0,152
0,36,1,51,133,1,133
0,66,0,261,1434,0,104
1,72,0,326,1018,0,39
0,63,0,324,292,0,41
0,20,0,344,122,0,21
0,75,0,173,1193,0,192
1,46,0,173,1331,0,192
0,51,0,80,367,0,285
0,73,1,348,51,0,17
0,19,1,149,375,0,216
0,50,0,336,1429,0,29
0,38,0,134,745,0,231
0,31,0,324,1111,0,41
0,70,0,242,825,0,123
1,72,0,135,1495,0,230
0,24,0,321,548,0,44
1,84,0,244,1375,0,121
0,54,0,312,1012,0,53
0,65,0,108,560,0,257
0,13,0,21,50,1,50
0,42,0,180,1279,0,185
0,55,0,307,1297,0,58
0,16,0,148,360,0,217
0,55,0,334,1184,0,31
1,45,1,246,939,0,119
1,83,0,297,1169,0,68
1,49,0,127,977,0,238
0,71,1,229,1322,0,136
0,19,1,195,1054,0,170
0,26,1,238,668,0,127
1,55,1,339,1151,0,26
0,48,0,339,1161,0,26
0,83,1,39,640,0,326
1,19,1,349,1010,0,16
0,46,0,199,1182,0,166
0,77,0,192,816,0,173
0,55,0,188,51,1,51
1,73,1,36,1271,0,329
0,40,0,237,194,0,128
1,65,0,129,366,0,236
1,44,0,338,795,0,27
0,70,0,62,199,1,199
0,41,1,301,942,0,64
0,78,0,8,1219,0,357
0,47,1,176,495,0,189
0,52,0,10,923,0,355
0,17,0,88,933,0,277
0,22,0,176,345,0,189
0,47,0,226,1282,0,139
0,69,0,247,401,0,118
0,23,1,218,148,0,147
0,77,0,245,1400,0,120
1,68,1,270,1215,0,95
0,27,0,348,789,0,17
0,81,0,229,694,0,136
0,80,0,32,1664,0,333
1,40,1,173,368,0,192
0,50,0,255,233,0,110
0,66,0,356,214,0,9
1,46,0,289,86,0,76
0,63,0,341,455,0,24
1,85,0,54,1599,0,311
1,18,0,163,1153,0,202
0,34,0,83,1266,0,282
1,18,0,79,789,0,286
0,61,0,286,1345,0,79
0,18,0,358,696,0,7
0,75,0,307,166,0,58
0,80,0,138,398,0,227
0,31,0,241,1262,0,124
0,75,0,42,1631,0,323
1,19,1,211,30,1,30
1,14,0,156,1002,0,209
1,85,0,292,977,0,73
1,67,0,104,872,0,261
0,56,0,129,1300,0,236
0,16,0,70,1129,0,295
1,16,0,276,691,0,89
0,21,0,212,564,0,153
0,57,0,301,1206,0,64
0,36,0,325,350,0,40
0,21,0,292,968,0,73
0,50,0,330,1101,0,35
0,45,0,103,1069,0,262
0,81,0,260,63,1,63
0,30,0,89,67,1,67
1,80,0,131,1828,0,234
0,19,0,323,702,0,42
0,37,0,298,438,0,67
0,67,0,294,752,0,71
0,37,0,241,501,0,124
0,28,0,280,1144,0,85
1,45,1,335,307,0,30
1,33,0,176,1297,0,189
0,41,0,304,644,0,61
0,13,0,356,524,0,9
0,52,0,298,1367,0,67
1,72,0,56,888,0,309
0,40,0,320,1207,0,45
0,30,0,118,238,1,238
0,74,0,22,423,0,343
1,81,0,35,1582,0,330
0,85,0,209,456,0,156
0,37,0,186,573,0,179
0,66,0,193,1185,0,172
0,59,0,13,1424,0,352
0,33,1,189,206,0,176
0,72,0,276,1439,0,89
0,69,0,303,1131,0,62
1,36,0,346,58,0,19
0,53,1,34,759,0,331
0,16,0,249,491,0,116
0,32,0,19,834,0,346
0,72,1,226,773,0,139
0,82,0,168,962,0,197
0,75,0,354,1427,0,11
0,40,0,239,763,0,126
1,59,0,48,1098,0,317
0,45,1,349,1204,0,16
0,60,0,229,461,0,136
0,22,0,295,490,0,70
0,16,0,310,873,0,55
0,70,0,269,1436,0,96
0,36,0,173,537,0,192
0,77,0,257,907,0,108
0,63,0,324,676,0,41
1,57,0,321,1146,0,44
0,45,0,156,1440,0,209
0,47,1,185,268,0,180
0,16,0,58,754,0,307
0,31,0,154,729,0,211
0,64,0,136,917,0,229
1,77,0,224,1916,0,141
0,49,0,262,929,0,103
0,72,0,27,261,1,261
1,56,0,287,843,0,78
1,44,0,128,1491,0,237
0,27,1,278,920,0,87
0,62,0,223,712,0,142
0,70,0,248,1327,0,117
0,50,1,214,21,1,21
1,15,1,349,370,0,16
0,61,0,214,1342,0,151
0,73,0,259,255,0,106
0,25,0,109,1245,0,256
0,13,0,183,707,0,182
0,62,0,362,703,0,3
0,17,0,57,323,0,308
1,55,1,137,710,0,228
0,52,0,320,1076,0,45
0,34,0,273,219,0,92
0,36,0,278,748,0,87
0,44,0,93,312,0,272
0,84,0,27,1430,0,338
0,55,0,147,768,0,218
0,50,0,321,327,0,44
0,38,0,303,1292,0,62
0,63,0,250,1408,0,115
0,40,0,214,347,0,151
1,16,1,58,770,0,307
1,18,0,257,629,0,108
0,49,1,255,890,0,110
1,42,1,28,589,0,337
0,42,0,323,678,0,42
1,81,0,174,289,0,191
0,33,0,258,860,0,107
0,68,0,365,765,0,0
0,64,0,1,928,0,364
1,58,0,162,1133,0,203
0,57,0,217,241,0,148
0,38,0,184,697,0,181
1,53,0,131,693,0,234
0,49,0,54,654,0,311
0,75,0,280,932,0,85
1,62,0,301,946,0,64
1,48,0,346,149,0,19
0,36,1,140,220,1,220
0,83,0,308,1120,0,57
0,45,0,267,373,0,98
0,41,0,261,566,0,104
0,54,0,113,335,0,252
0,32,0,107,58,1,58
0,31,1,223,919,0,142
0,75,0,65,1539,0,300
0,67,1,117,911,0,248
0,75,0,96,1365,0,269
0,53,0,313,232,0,52
0,54,1,287,7,1,7
0,83,0,173,232,0,192
0,48,0,261,75,1,75
0,83,1,57,1367,0,308
0,56,0,126,270,0,239
0,35,0,102,794,0,263
0,70,0,336,120,0,29
0,58,0,329,1495,0,36
1,58,1,294,164,0,71
0,75,1,24,383,0,341
0,32,0,364,1119,0,1
0,76,1,319,386,0,46
0,40,0,153,568,0,212
1,31,0,21,129,1,129
0,38,0,298,277,0,67
0,44,0,197,1153,0,168
1,40,0,284,636,0,81
0,50,0,263,972,0,102
0,42,1,109,606,0,256
1,63,0,20,1396,0,345
0,20,0,144,951,0,221
0,50,0,121,260,0,244
0,76,0,287,1095,0,78
0,26,0,131,128,1,128
0,48,0,50,214,1,214
1,57,0,70,1060,0,295
0,33,1,81,256,1,256
0,15,0,109,199,1,199
0,45,0,195,875,0,170
0,43,0,12,606,0,353
0,31,0,147,195,1,195
0,39,0,316,1269,0,49
1,82,0,114,1946,0,251
0,64,0,271,938,0,94
0,74,0,262,477,0,103
0,54,0,198,1336,0,167
1,48,0,361,455,0,4
0,29,0,282,840,0,83
1,44,0,206,1362,0,159
0,45,0,272,191,0,93
0,81,0,172,1172,0,193
0,38,0,242,666,0,123
0,62,0,75,1265,0,290
0,62,0,333,1351,0,32
0,55,0,342,1242,0,23
0,15,0,238,636,0,127
0,31,0,296,369,0,69
1,18,1,234,306,0,131
0,74,0,250,728,0,115
0,14,0,244,434,0,121
0,38,0,216,76,1,76
0,40,0,281,1313,0,84
1,60,0,132,1532,0,233
0,24,0,157,348,0,208
0,75,1,289,22,1,22
1,79,0,183,1572,0,182
0,51,0,118,758,0,247
0,18,0,318,414,0,47
0,58,0,13,467,0,352
1,30,0,157,920,0,208
1,78,1,286,911,0,79
1,71,1,250,1679,0,115
0,52,0,174,846,0,191
0,79,0,314,1584,0,51
0,54,0,159,847,0,206
0,75,0,27,1689,0,338
1,13,1,30,691,0,335
0,81,0,166,345,0,199
1,41,0,336,598,0,29
0,78,0,39,231,1,231
0,76,1,97,1030,0,268
1,76,0,34,671,0,331
0,37,1,278,1290,0,87
0,52,0,137,686,0,228
1,16,0,27,175,1,175
0,49,0,9,1093,0,356
0,24,0,182,416,0,183
1,81,0,165,1857,0,200
0,43,0,93,1328,0,272
0,72,1,304,24,1,24
0,40,0,127,719,0,238
1,45,0,144,70,1,70
0,60,1,362,1577,0,3
0,85,0,347,989,0,18
0,29,0,249,107,1,107
1,71,0,335,623,0,30
0,71,0,39,1279,0,326
1,63,0,135,713,0,230
0,26,0,355,729,0,10
0,68,0,57,1604,0,308
0,25,0,346,298,0,19
1,31,1,171,1239,0,194
0,45,0,326,1353,0,39
0,29,0,282,529,0,83
0,72,1,105,13,1,13
0,68,0,287,1272,0,78
0,51,0,122,465,0,243
0,45,1,260,800,0,105
0,66,0,137,1365,0,228
0,37,0,186,1265,0,179
1,36,1,53,49,1,49
0,45,0,121,1153,0,244
0,61,0,349,975,0,16
0,25,0,80,644,0,285
1,26,0,210,302,0,155
0,63,0,226,1378,0,139
0,33,0,90,787,0,275
1,59,0,25,1022,0,340
0,66,1,90,117,1,117
0,28,0,85,680,0,280
1,20,0,74,128,1,128
0,44,0,104,1357,0,261
1,21,0,310,752,0,55
0,55,1,345,796,0,20
0,81,0,23,1267,0,342
0,63,0,166,1006,0,199
0,66,1,219,678,0,146
0,47,0,77,371,0,288
0,35,0,138,759,0,227
0,61,0,303,951,0,62
0,25,0,68,551,0,297
1,51,0,157,1659,0,208
0,65,0,160,422,0,205
1,18,0,50,1150,0,315
0,80,0,93,677,0,272
1,53,0,235,15,1,15
0,77,1,308,290,0,57
0,65,0,199,1330,0,166
0,32,0,16,522,0,349
0,27,0,91,1041,0,274
0,65,0,302,230,0,63
0,20,0,222,1190,0,143
0,64,0,85,1558,0,280
0,26,0,154,471,0,211
0,40,0,64,1380,0,301
0,48,1,321,602,0,44
0,47,0,346,415,0,19
0,63,0,170,1357,0,195
0,29,0,164,547,0,201
0,74,0,65,735,0,300
0,57,0,332,155,0,33
0,37,0,294,951,0,71
1,67,0,320,1853,0,45
0,17,0,73,336,0,292
0,74,0,249,941,0,116
0,83,0,364,760,0,1
0,54,0,80,1297,0,285
0,20,0,93,355,0,272
1,41,0,279,45,1,45
0,35,0,166,87,1,87
0,47,0,122,1139,0,243
0,47,0,290,307,0,75
0,71,0,279,46,1,46
0,38,0,26,18,1,18
0,40,0,124,442,0,241
1,16,1,174,1154,0,191
0,23,1,144,904,0,221
0,48,0,27,58,1,58
1,25,0,190,564,0,175
0,42,0,115,1070,0,250
0,67,1,39,9,1,9
1,16,0,130,1073,0,235
0,27,0,284,144,0,81
0,85,0,222,658,0,143
0,66,0,182,1592,0,183
0,28,1,280,537,0,85
0,47,1,59,942,0,306
0,42,0,71,1061,0,294
0,52,1,164,1121,0,201
1,76,0,306,1313,0,59
1,42,0,332,1256,0,33
0,16,0,195,709,0,170
0,49,0,266,1310,0,99
0,35,0,6,1249,0,359
0,46,0,108,225,1,225
0,85,0,21,317,1,317
0,18,0,99,1095,0,266
0,66,0,49,131,1,131
0,53,0,359,968,0,6
0,14,0,345,195,0,20
1,41,1,84,1469,0,281
0,14,1,63,896,0,302
0,51,0,31,678,0,334
0,69,0,353,216,0,12
0,26,0,98,354,0,267
0,59,0,96,758,0,269
0,80,0,362,248,0,3
0,28,0,128,870,0,237
0,16,0,205,237,0,160
0,81,0,118,501,0,247
0,84,0,357,1103,0,8
1,79,1,101,23,1,23
0,24,1,125,1208,0,240
1,26,0,101,155,1,155
0,37,0,51,306,1,306
0,28,0,132,398,0,233
0,48,0,65,1299,0,300
0,61,0,208,1217,0,157
0,36,0,112,1350,0,253
0,27,0,302,329,0,63
0,48,1,195,584,0,170
0,65,0,226,1637,0,139
0,73,0,241,1175,0,124
0,38,1,250,483,0,115
1,59,1,339,11,1,11
0,63,1,143,50,1,50
0,40,0,178,25,1,25
0,47,0,263,1374,0,102
0,14,0,275,851,0,90
0,82,0,91,1533,0,274
0,84,0,142,1015,0,223
1,20,0,333,717,0,32
0,61,0,165,1518,0,200
0,67,1,127,1576,0,238
0,28,0,123,1034,0,242
0,15,0,39,780,0,326
0,49,0,115,1478,0,250
0,50,0,365,590,0,0
1,46,0,239,49,1,49
1,44,0,119,663,0,246
0,49,0,176,102,1,102
0,71,0,101,725,0,264
0,44,0,190,1037,0,175
0,66,1,138,44,1,44
