HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,URL,approx_year_built,cats_allowed, common_charges ,community_district_num,coop_condo,date_of_sale,dining_room_type,dogs_allowed,fuel_type,full_address_or_zip_code,garage_exists,kitchen_type, maintenance_cost ,model_type,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms, parking_charges ,pct_tax_deductibl, sale_price ,sq_footage, total_taxes ,walk_score
3DWGDA5POF4A68PA89IOHIAJI6L1VO,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:33 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:33 PST 2017,,,3YT88D1N08YVNK77MBN2RMAKAL8K31,A231MNJJDDF3LS,Approved,Thu Feb 16 06:12:03 PST 2017,Thu Feb 16 06:14:54 PST 2017,Thu Feb 16 06:15:54 PST 2017,2017-02-16 14:16:11 UTC,,,171,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/2-Bay-Club-Dr-Bayside-NY-11360-166347270,1982,yes, $645 ,25,condo,7/21/2016,,no,oil,"2 Bay Club Dr,  Bayside NY, 11360",,efficiency,,Jr. 4,2,21,1,,5,,," $550,000 ",," $4,317 ",82
3XH7ZM9YX2U026BO32S7VR3ZVCW9RC,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:34 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:34 PST 2017,,,3UN61F00HWPKO376QEKS7VUIJ9HR5F,A26GPUXMSPVI8O,Approved,Thu Feb 16 00:50:37 PST 2017,Thu Feb 16 00:55:55 PST 2017,Thu Feb 16 00:56:55 PST 2017,2017-02-16 08:57:11 UTC,,,318,100% (10/10),100% (10/10),100% (10/10),http://www.mlsli.com/homes-for-sale/2-Bay-Club-Dr-Bayside-NY-11360-164219506,1982,no, $811 ,25,condo,5/6/2016,combo,no,oil,"2 Bay Club Dr,  Bayside NY, 11360",UG,eat in,,"CONDO, OTHER",2,22,2,,5,,," $620,000 ",," $4,775 ",82
3UEDKCTP9VQA1JA0YLLQGJQF5UEK7I,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:35 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:35 PST 2017,,,3ZSANO2JCF7ORF08BFX6JHQRU4CFS6,A1F0CN82J2CNY,Approved,Thu Feb 16 00:00:07 PST 2017,Thu Feb 16 00:07:43 PST 2017,Thu Feb 16 00:08:43 PST 2017,2017-02-16 08:09:11 UTC,,,456,100% (11/11),100% (11/11),100% (11/11),http://www.mlsli.com/homes-for-sale/One-Bay-Club-Dr-Bayside-NY-11360-164768520,1982,no, $821 ,25,condo,2/23/2016,formal,no,gas,"One Bay Club Dr,  Bayside NY, 11360",Underground,eat in,,R Line,2,22,2,,5,,," $675,000 ",," $5,400 ",82
3I7KR83SNADEF2YTDIJAUFHL0K2K9U,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:35 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:35 PST 2017,,,3EG49X351UC043TW4W0POJU6GLQX6A,A231MNJJDDF3LS,Approved,Thu Feb 16 06:47:05 PST 2017,Thu Feb 16 06:49:02 PST 2017,Thu Feb 16 06:50:02 PST 2017,2017-02-16 14:50:11 UTC,,,117,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Bayside-NY-11360-184495151,1982,yes," $1,017 ",25,condo,10/26/2016,combo,no,gas,"Bayside NY, 11360",,eat in,,Ht Rise,2,22,3,,7,,," $790,000 ",1419," $5,807 ",82
359AP8GAGGKSILYC684SS0D70L57CS,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:42 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:42 PST 2017,,,3PEIJLRY6TTYYI82VEDTMDTJ4M4WXT,A231MNJJDDF3LS,Approved,Thu Feb 16 00:07:09 PST 2017,Thu Feb 16 00:08:43 PST 2017,Thu Feb 16 00:09:43 PST 2017,2017-02-16 08:10:11 UTC,,,94,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/205-15-36th-Ave-Bayside-NY-11361-146021666,1950,yes,,26,co-op,4/13/2016,,no,oil,"205-15 36th Ave,  Bayside NY, 11361",,efficiency, $656 ,Garden Apt.,1,2,1,,4,,," $145,000 ",586,,82
38O9DZ0A62NWG3S5Q5AUA94PTJ826F,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,,,32SCWG5HIH4VVUR5I5Q8U683EMD6PR,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:14:35 PST 2017,Thu Feb 16 04:17:07 PST 2017,Thu Feb 16 04:18:07 PST 2017,2017-02-16 12:18:11 UTC,,,152,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/87-56-Francis-Lewis-Blvd-Holliswood-NY-11423-183057689,1953,no,,29,co-op,2/3/2017,combo,no,oil,"87-56 Francis Lewis Blvd,  Holliswood NY, 11423",yes,eat in, $599 ,The Belmont,1,7,1,,3, $40 ,," $92,000 ",750,,82
3S8A4GJRD335DUQ7EFU5CE10QH16VR,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,,,3HUTX6F6VUNPSTW3G31QFTM1OCG2OQ,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:34:28 PST 2017,Thu Feb 16 04:36:15 PST 2017,Thu Feb 16 04:37:15 PST 2017,2017-02-16 12:38:11 UTC,,,107,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/144-60-Gravett-Rd-Flushing-NY-11367-168285696,1950,no,,26,co-op,5/24/2016,combo,no,oil,"144-60 Gravett Rd,  Flushing NY, 11367",,eat in, $728 ,Jr 4,1,,1,,3,,," $89,000 ",,,82
3R16PJFTS3RDIWSHWNNJD765ESO4KI,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,,,358010RM5ETLJT8X548X0BA5XEAXVU,A231MNJJDDF3LS,Approved,Thu Feb 16 03:13:43 PST 2017,Thu Feb 16 03:15:04 PST 2017,Thu Feb 16 03:16:04 PST 2017,2017-02-16 11:16:11 UTC,,,81,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Rosedale-NY-11422-175202143,1950,no,,29,co-op,7/25/2016,combo,no,gas,"Rosedale NY, 11422",,eat in,,Laurelton Gardens,1,,1,,4,,," $103,500 ",,,82
3W31J70BASWGD05WP2T1W5IT655CK3,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,,,3SB5N7Y3O34U46CRDXK4RWKK0S60GI,AHXBZXWIZJSVG,Approved,Thu Feb 16 05:13:38 PST 2017,Thu Feb 16 05:15:14 PST 2017,Thu Feb 16 05:16:14 PST 2017,2017-02-16 13:17:11 UTC,,,96,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/204-07-36-Ave-Bayside-NY-11361-163572512,1950,no,,26,co-op,6/27/2016,,no,oil,"204-07 36 Ave,  Bayside NY, 11361",,efficiency, $614 ,Garden Apt,1,2,1,,3,,," $125,000 ",,,82
36KM3FWE3RC8OT3WUSB8XZB6RW807S,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,,,3FTYUGLFSULQNTO18DP826DE481D56,A231MNJJDDF3LS,Approved,Thu Feb 16 05:39:14 PST 2017,Thu Feb 16 05:40:45 PST 2017,Thu Feb 16 05:41:45 PST 2017,2017-02-16 13:42:11 UTC,,,91,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/60-23-Marathon-Pky-Little-Neck-NY-11362-157238201,1955,no,,26,co-op,3/25/2016,,no,oil,"60-23 Marathon Pky,  Little Neck NY, 11362",,efficiency, $664 ,Lower Unit,1,2,1,,3,,," $155,000 ",,,82
3GVPRXWRPHUJVOKCYI0E33B2DQP7IU,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:45 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:45 PST 2017,,,3LRLIPTPEQ9V756SVQ2CEUOQGVXAKK,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:07:18 PST 2017,Thu Feb 16 04:09:38 PST 2017,Thu Feb 16 04:10:38 PST 2017,2017-02-16 12:11:11 UTC,,,140,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/249-44-60th-Ave-Little-Neck-NY-11362-194687619,1950,yes,,26,co-op,1/13/2017,,no,gas,"249-44 60th Ave,  Little Neck NY, 11362",,eat in, $673 ,Garden Apts,1,2,1,,3,,," $157,000 ",,,82
3OCZWXS7ZO76YLEZVSIUXZPY3OOL57,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:47 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:47 PST 2017,,,3UN61F00HWPKO376QEKS7VUIJ9O5R0,A231MNJJDDF3LS,Approved,Thu Feb 16 03:20:41 PST 2017,Thu Feb 16 03:22:19 PST 2017,Thu Feb 16 03:23:19 PST 2017,2017-02-16 11:24:11 UTC,,,98,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/25-34-Union-St-Flushing-NY-11354-163649251,1955,yes,,25,co-op,5/11/2016,combo,no,gas,"25-34 Union St,  Flushing NY, 11354",,eat in, $640 ,Mg 3,1,,1,,3,,," $170,000 ",,,82
3OID399FXG7F26JWONXF0Y86J90FD4,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,,,32KTQ2V7RDFCSAWQOW1SXC5AZIC9MB,A231MNJJDDF3LS,Approved,Thu Feb 16 05:32:36 PST 2017,Thu Feb 16 05:35:37 PST 2017,Thu Feb 16 05:36:37 PST 2017,2017-02-16 13:37:11 UTC,,,181,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Flushing-NY-11355-149238320,1955,no, $767 ,25,co-op,2/16/2016,combo,no,gas,"Flushing NY, 11355",,eat in,,Mitchell Garden 3,2,6,1,,5,,," $228,000 ",,,82
3AXFSPQOYQYS5SJOYJJQ3W3JOTXFJI,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:40 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:40 PST 2017,,,3P1L2B7AD1PVTFIBQ9JVUPLAUC7LOY,A1KH9UPH0D74QJ,Approved,Thu Feb 16 04:50:23 PST 2017,Thu Feb 16 04:52:33 PST 2017,Thu Feb 16 04:53:33 PST 2017,2017-02-16 12:54:11 UTC,,,130,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/8401-Main-St-Briarwood-NY-11435-170130839,1955,yes,,28,co-op,5/26/2016,combo,yes,oil,"8401 Main St,  Briarwood NY, 11435",,eat in," $1,077 ",Two Bedroom Two Bath,2,7,2,,5, $90 ,," $262,000 ",,,82
3N2YPY1GI6Y9Q9JMKXD3O2TD7FPEVK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:32 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:32 PST 2017,,,3WT783CTPBHI7HZW9RLALMVOT42BCW,A3BKZ14V95ZNR6,Approved,Thu Feb 16 01:34:02 PST 2017,Thu Feb 16 01:47:37 PST 2017,Thu Feb 16 01:48:37 PST 2017,2017-02-16 09:49:11 UTC,,,815,100% (2/2),100% (2/2),100% (2/2),http://www.mlsli.com/homes-for-sale/42-28-147th-St-Flushing-NY-11355-151156695,2015,no, $312 ,25,condo,5/27/2016,combo,no,gas,"42-28 147th St,  Flushing NY, 11355",,combo,,"Condo, other",2,7,2,,6,,," $489,000 ",6215, $14 ,83
3ZFRE2BDQ9EZ5TFDGZSYXXRGBW5ZXD,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3BV8HQ2ZZW1O8QL3TM8B4BJ8F0EA6G,AHXBZXWIZJSVG,Approved,Thu Feb 16 04:57:05 PST 2017,Thu Feb 16 04:59:06 PST 2017,Thu Feb 16 05:00:06 PST 2017,2017-02-16 13:01:11 UTC,,,121,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/84-50-169-St-Jamaica-Hills-NY-11432-172955089,1953,no,,29,co-op,10/20/2016,,no,gas,"84-50 169 St,  Jamaica Hills NY, 11432",,efficiency, $661 ,Gothic Tenan,1,6,1,,3, $85 ,50," $134,000 ",575,,83
3B9J25CZ25DE1JI4UB23NR93NZICSK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3NOKK93PR18VBIVUF9TVCI1CHD0EE0,A231MNJJDDF3LS,Approved,Thu Feb 16 04:53:25 PST 2017,Thu Feb 16 04:55:58 PST 2017,Thu Feb 16 04:56:58 PST 2017,2017-02-16 12:57:11 UTC,,,153,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/82-39-134-St-Briarwood-NY-11435-185242261,1950,no,,28,co-op,11/14/2016,combo,no,gas,"82-39 134 St,  Briarwood NY, 11435",Yes,Combo, $503 ,1 Bed 1 Bath,1,6,1,,3, $125 ,," $142,000 ",750,,83
3UV0D2KX1MJ22A03VCWMXUE06W7F4R,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:34 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:34 PST 2017,,,3V0Z7YWSIY0KID50HFN4ALG9K5CV2K,A3S6UWT0JNCJFE,Approved,Thu Feb 16 04:37:07 PST 2017,Thu Feb 16 04:40:07 PST 2017,Thu Feb 16 04:41:07 PST 2017,2017-02-16 12:41:12 UTC,,,180,100% (75/75),100% (75/75),100% (63/63),http://www.mlsli.com/homes-for-sale/30-85-Vernon-Blvd-Astoria-NY-11102-168749458,2006,yes, $917 ,30,condo,5/19/2016,,yes,other,"30-85 Vernon Blvd., Astoria, NY 11102",,efficiency,,Hallets Cove,2,,1,1,4,,," $665,000 ",883,,83
3UQ1LLR26A834RQGQO9B5A5KV2PLAD,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:48 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:48 PST 2017,,,3WQ3B2KGE8GYKEPYTUWQ4QCXP7N1B8,A1KH9UPH0D74QJ,Approved,Thu Feb 16 07:01:50 PST 2017,Thu Feb 16 07:06:02 PST 2017,Thu Feb 16 07:07:02 PST 2017,2017-02-16 15:07:11 UTC,,,252,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/34-21-78th-Street-Jackson-Heights-NY-11372-164036553,1939,no,,30,co-op,5/20/2016,,no,gas,"34 21 78th Street,  Jackson Heights NY, 11372",,efficiency, $951 ,2 Bedroom 1 Bath,2,6,1,,5,,45," $399,000 ",950,,83
3YD0MU1NC214P61EMU81M5NJ0IKA7T,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:39 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:39 PST 2017,,,3AMW0RGHOD232FXXHMCPWHUP9C2PNK,A231MNJJDDF3LS,Approved,Thu Feb 16 04:34:31 PST 2017,Thu Feb 16 04:35:55 PST 2017,Thu Feb 16 04:36:55 PST 2017,2017-02-16 12:37:11 UTC,,,84,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/84-50-169-St-Jamaica-Estates-NY-11432-171993130,1954,yes,,27,co-op,7/12/2016,combo,yes,gas,"84-50 169 St,  Jamaica Estates NY, 11432",Yes,eat in, $706 ,Gothic Tenants,1,6,1,,4, $85 ,50," $125,000 ",,,83
3TL87MO8CMPY0I7O14V3JBGBSI2FLK,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:41 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:41 PST 2017,,,3L4PIM1GQTGIQRHQ1GPPISSBEDHYRW,A2OFWFHVQOBY56,Approved,Wed Feb 15 23:12:19 PST 2017,Wed Feb 15 23:15:42 PST 2017,Wed Feb 15 23:16:42 PST 2017,2017-02-16 07:17:11 UTC,,,203,100% (14/14),100% (14/14),100% (7/7),http://www.mlsli.com/homes-for-sale/84-50-169th-St-Jamaica-Estates-NY-11432-181482664,1954,no,,29,co-op,1/6/2017,formal,no,gas,"84-50 169th St, Jamaica Estates NY, 11432",yes,combo, $678 ,gothic tenant,1,6,1,,6, $85 ,45," $135,000 ",,,83
3JYPJ2TAYI8OR3MMTWOA0SPVXS3FPI,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:42 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:42 PST 2017,,,3LOZAJ85YDDCM2AVHUOMY6DU0FA2XI,A231MNJJDDF3LS,Approved,Thu Feb 16 00:18:12 PST 2017,Thu Feb 16 00:19:45 PST 2017,Thu Feb 16 00:20:45 PST 2017,2017-02-16 08:21:11 UTC,,,93,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/147-14-84-Rd-Briarwood-NY-11435-176913057,1952,no,,28,co-op,8/30/2016,combo,no,oil,"147-14 84 Rd,  Briarwood NY, 11435",,efficiency, $723 ,,1,6,1,,4, $100 ,," $145,000 ",,,83
33CLA8O0MIB93G216OSZ5NPAYARFRA,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:43 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:43 PST 2017,,,3KGTPGBS6XLK5YG0CPDZEZEQ6Y82U7,AHXBZXWIZJSVG,Approved,Thu Feb 16 06:52:57 PST 2017,Thu Feb 16 06:55:07 PST 2017,Thu Feb 16 06:56:07 PST 2017,2017-02-16 14:56:11 UTC,,,130,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/18915-39th-Ave-Flushing-NY-11358-181986051,1950,no,,25,co-op,12/1/2016,,no,gas,"18915 39th Ave,  Flushing NY, 11358",,efficiency, $721 ,Utopia,1,2,1,,4,,," $151,000 ",,,83
3VP28W7DUNKI57OSG5MCRQR97RAFZ3,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:47 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:47 PST 2017,,,32EYX73OY0919IXLRFS0F7MYIQNRUA,AHXBZXWIZJSVG,Approved,Thu Feb 16 06:46:45 PST 2017,Thu Feb 16 06:47:59 PST 2017,Thu Feb 16 06:48:59 PST 2017,2017-02-16 14:49:11 UTC,,,74,100% (115/115),100% (115/115),100% (103/103),http://www.mlsli.com/homes-for-sale/189-11-39th-Ave-Flushing-NY-11358-164955666,1952,yes,,25,co-op,6/17/2016,,yes,oil,"189-11 39th Ave,  Flushing NY, 11358",,efficiency, $676 ,Garden Apartment,1,2,1,,3,,," $170,000 ",,,83
3Z33IC0JC0MSVDS5CMXHWOS2GI99V5,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:36 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:36 PST 2017,,,3EICBYG644WOP0X8XJYRJAE119NJC1,A1KH9UPH0D74QJ,Approved,Thu Feb 16 07:09:29 PST 2017,Thu Feb 16 07:11:04 PST 2017,Thu Feb 16 07:12:04 PST 2017,2017-02-16 15:12:11 UTC,,,95,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/82-35-134th-St-Briarwood-NY-11435-168621358,1950,no,,28,co-op,2/8/2017,,no,gas,"82-35 134th St,  Briarwood NY, 11435",,eat in, $725 ,2 Bedroom,2,6,1,,4, $125 ,," $216,000 ",,,83
3G3AJKPCXLS821HY02OAMFLGC7X4YD,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:44 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:44 PST 2017,,,3CTOC39K37QIDJ2C62QG3OMN0YV7JV,A6B85D96VN4W4,Approved,Thu Feb 16 06:39:40 PST 2017,Thu Feb 16 06:41:28 PST 2017,Thu Feb 16 06:42:28 PST 2017,2017-02-16 14:43:11 UTC,,,108,100% (33/33),100% (33/33),100% (33/33),http://www.mlsli.com/homes-for-sale/57-45-74th-St-Middle-Village-NY-11379-185478123,1978,no, $210 ,24,condo,8/17/2016,combo,no,,"57-45 74th St,  Middle Village NY, 11379",,efficiency,,Hillside Gardens,1,3,1,,3,,," $298,000 ",657," $2,037 ",84
3EKZL9T8Y8MPBA4OJHQ4JD21EO1HC4,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:32 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:32 PST 2017,,,3Z4GS9HPNVAPTO1A5T1J0YHE93I77B,A231MNJJDDF3LS,Approved,Thu Feb 16 00:37:43 PST 2017,Thu Feb 16 00:39:07 PST 2017,Thu Feb 16 00:40:07 PST 2017,2017-02-16 08:40:11 UTC,,,84,100% (187/187),100% (187/187),100% (187/187),http://www.mlsli.com/homes-for-sale/66-70-79th-St-Middle-Village-NY-11379-173820320,1987,no, $405 ,24,condo,6/16/2016,combo,yes,gas,"66-70 79th St,  Middle Village NY, 11379",,efficiency,,Three Bedrooms,3,3,2,,6,,," $460,000 ",1033," $3,500 ",84
3909MD9T2ZHKUCXWKI8Z6GQRJL1FEX,36BILMLQB75QQNBTYKGYCZWDN8TVAU,Find Information about Housing To Help a Student Project -- Very easy,Go to a link and copy information into the HIT,,$0.05 ,Wed Feb 15 22:13:37 PST 2017,1,BatchId:2689947;OriginalHitTemplateId:920937336;,900,60,Wed Feb 22 22:13:37 PST 2017,,,3JC6VJ2SABJSPMLPO3Y6C558J555AX,A1KH9UPH0D74QJ,Approved,Thu Feb 16 05:45:45 PST 2017,Thu Feb 16 05:47:42 PST 2017,Thu Feb 16 05:48:42 PST 2017,2017-02-16 13:49:11 UTC,,,117,100% (80/80),100% (80/80),100% (80/80),http://www.mlsli.com/homes-for-sale/117-01-Park-Lane-South-Kew-Gardens-NY-11415-160899657,1936,yes,,28,co-op,4/12/2016,other,yes,gas,"117-01 Park Lane South,  Kew Gardens NY, 11415",,Eat In, $869 ,1 Bedroom,1,6,1,,3,,49," $235,000 ",1000,,84
